Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
Others,PMO - US,Direct Drop,EXW,Air,2010-01-07,2010-01-08,2010-04-29,2010-04-29,2010-04-29,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,2000,64000.0,32.0,1.6,Yes,137.98,17918.72,687.0
Others,PMO - US,Direct Drop,CIP,Air,2009-06-30,2009-07-17,2010-01-27,2010-01-27,2010-01-27,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,9270,179189.1,19.33,0.32,Yes,351.21,16847.52,1010.0
Others,PMO - US,Direct Drop,EXW,Air,2011-08-29,2011-09-14,2012-01-06,2012-01-06,2012-01-06,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,129,11481.0,89.0,0.89,Yes,18.94,1133.17,60.0
Haiti,PMO - US,Direct Drop,EXW,Air,2012-05-14,2012-11-05,2013-01-04,2013-01-04,2013-01-04,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Tablet,60,2516,11573.6,4.6,0.08,Yes,16.23,1442.83,118.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2012-09-13,2012-10-04,2012-12-31,2012-12-31,2012-12-31,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2352,188160.0,80.0,0.8,Yes,263.8,19026.72,1016.0
Nigeria,PMO - US,Direct Drop,EXW,Air,2013-06-10,2013-07-10,2013-09-18,2013-09-24,2013-09-24,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,3072,273408.0,89.0,0.89,Yes,338.21,13383.47,1248.0
Haiti,PMO - US,Direct Drop,EXW,Air,2014-03-20,2014-04-30,2014-10-14,2014-10-14,2014-10-20,ARV,Pediatric,Others,Generic,Tablet,60,3184,6336.16,1.99,0.03,Yes,6.51,2794.21,250.0
Others,PMO - US,Direct Drop,EXW,Air,2014-03-12,2014-04-03,2014-04-28,2014-06-16,2014-06-17,HRDT,HIV,Others,Others,Test kit,1,4230,103635.0,24.5,24.5,Yes,106.54,37130.88,2820.0
Zambia,PMO - US,Direct Drop,EXW,Air,2013-05-02,2013-05-22,2013-08-05,2013-07-31,2013-07-31,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2929,234320.0,80.0,0.8,Yes,289.85,18875.83,1214.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2012-01-25,2012-02-17,2012-05-25,2012-05-25,2012-05-25,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2737,218960.0,80.0,0.8,Yes,306.98,23269.06,1300.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2014-04-08,2014-04-30,2014-11-03,2014-11-03,2014-11-03,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60,16185,105040.65,6.49,0.11,No,107.98,6717.79,4168.0
Others,PMO - US,Direct Drop,EXW,Air,2013-08-19,2013-08-23,2014-01-08,2014-01-08,2014-01-10,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,37732,420711.8,11.15,0.37,Yes,520.42,63818.03,4962.0
Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2009-12-28,2010-02-12,2010-04-27,2010-04-27,2010-04-27,ARV,Adult,Others,Others,Capsule,180,2000,100000.0,50.0,0.28,Yes,215.6,1434.5,518.0
Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,2014-04-01,2014-05-12,2014-06-14,2014-06-14,2014-06-16,ARV,Adult,Others,Generic,Tablet,30,25811,118472.49,4.59,0.15,Yes,121.79,24936.5,2829.0
Others,PMO - US,Direct Drop,EXW,Air,2012-01-03,2012-01-06,2012-02-16,2012-02-16,2012-02-16,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,18000,576000.0,32.0,1.6,Yes,807.55,40091.65,5876.0
Others,PMO - US,Direct Drop,EXW,Air,2014-07-16,2014-07-18,2014-11-10,2014-11-10,2014-11-13,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Tablet,30,440,550.0,1.25,0.04,No,0.57,2453.16,95.0
Others,PMO - US,Direct Drop,DDP,Air,2010-03-18,2010-03-19,2010-06-08,2010-06-08,2010-06-08,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,26540,197192.2,7.43,0.12,Yes,425.15,4885.21,1431.0
Haiti,PMO - US,Direct Drop,EXW,Ocean,2012-05-14,2012-06-28,2012-10-22,2012-10-22,2012-10-22,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,120,2160,54000.0,25.0,0.21,No,75.71,8538.03,4654.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2014-01-23,2014-03-03,2014-04-29,2014-04-29,2014-05-02,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,30,1200,9096.0,7.58,0.25,Yes,9.35,1510.05,96.0
Mozambique,PMO - US,Direct Drop,EXW,Air,2013-11-12,2013-11-26,2014-03-02,2014-03-02,2014-05-07,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,30,800,16000.0,20.0,0.67,Yes,16.45,1045.5,62.0
Others,PMO - US,Direct Drop,EXW,Air,2014-06-17,2014-06-30,2014-10-03,2014-10-03,2014-11-12,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,1,160,800.0,5.0,5.0,No,0.82,4594.07,173.0
Uganda,PMO - US,Direct Drop,EXW,Air,2012-06-07,2012-06-12,2012-07-23,2012-07-23,2012-07-23,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,20617,70097.8,3.4,0.11,Yes,98.28,7651.56,1770.0
Others,PMO - US,Direct Drop,EXW,Air,2013-07-10,2013-08-06,2014-06-10,2014-06-10,2014-06-10,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,5000,400000.0,80.0,0.8,Yes,494.8,29918.58,2020.0
Zambia,PMO - US,Direct Drop,EXW,Air,2010-09-08,2010-10-07,2010-12-17,2010-12-21,2010-12-21,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2814,225120.0,80.0,0.8,Yes,485.36,22746.62,1363.0
Nigeria,PMO - US,Direct Drop,EXW,Air,2011-04-28,2011-05-18,2011-09-12,2011-09-12,2011-09-12,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,5791,185312.0,32.0,1.6,Yes,305.76,24147.39,1918.0
Others,PMO - US,Direct Drop,EXW,Air,2013-02-07,2013-03-06,2013-04-18,2013-04-18,2013-04-18,ARV,Pediatric,Others,Generic,Capsule,30,65,130.0,2.0,0.07,Yes,0.16,783.21,4.0
Others,PMO - US,Direct Drop,EXW,Air,2011-03-29,2011-05-02,2011-06-24,2011-06-24,2011-06-24,HRDT,HIV,Others,Others,Test kit,25,30,600.0,20.0,0.8,Yes,0.99,4500.71,430.0
Mozambique,PMO - US,Direct Drop,EXW,Ocean,2011-03-04,2011-03-30,2011-11-22,2011-11-22,2011-11-22,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,13300,425600.0,32.0,1.6,Yes,702.24,23408.33,4472.0
Tanzania,PMO - US,Direct Drop,FCA,Air,2009-06-11,2009-06-23,2009-11-17,2009-11-17,2009-11-17,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Capsule,336,645,24742.2,38.36,0.11,Yes,48.49,7015.04,1210.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2012-12-14,2013-01-15,2013-06-24,2013-06-24,2013-06-24,HRDT,HIV,Others,Others,Test kit,20,2000,58000.0,29.0,1.45,Yes,71.75,7168.62,576.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2011-06-27,2011-07-08,2011-10-24,2011-10-24,2011-10-24,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,60,8245,67609.0,8.2,0.14,Yes,111.55,7261.69,759.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2015-01-28,2015-02-17,2015-07-10,2015-07-10,2015-07-10,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,30,6816,68160.0,10.0,0.33,Yes,80.22,5489.55,2541.0
Others,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2011-03-24,2012-01-04,2012-01-04,2012-01-04,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,23845,356005.85,14.93,0.25,Yes,587.41,3649.67,2283.0
Uganda,PMO - US,Direct Drop,EXW,Air,2012-12-13,2013-02-07,2013-04-10,2013-04-10,2013-04-10,ARV,Pediatric,Others,Generic,Capsule,30,56,112.0,2.0,0.07,No,0.14,1021.34,8.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2012-04-11,2012-06-12,2012-10-09,2012-10-09,2012-10-09,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,41296,185419.04,4.49,0.15,No,259.96,11252.53,4587.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2015-01-28,2015-02-17,2015-07-10,2015-07-10,2015-07-10,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,60,6000,12960.0,2.16,0.04,No,15.25,5489.55,2541.0
Haiti,PMO - US,Direct Drop,EXW,Air,2014-10-22,2015-02-19,2015-03-12,2015-03-12,2015-03-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,2000,39000.0,19.5,0.65,Yes,40.09,3029.18,280.0
Zambia,PMO - US,Direct Drop,EXW,Air,2010-09-08,2010-10-07,2010-12-17,2010-12-16,2010-12-16,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2041,163280.0,80.0,0.8,Yes,352.03,16654.29,989.0
Haiti,PMO - US,Direct Drop,EXW,Air,2012-11-26,2012-12-12,2013-03-13,2013-03-13,2013-03-13,HRDT,HIV,Others,Others,Test kit,1,250,6125.0,24.5,24.5,Yes,7.58,2204.84,164.0
Nigeria,PMO - US,Direct Drop,EXW,Air,2012-10-05,2012-10-16,2013-01-09,2013-01-17,2013-01-17,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2744,244216.0,89.0,0.89,Yes,342.39,25577.2,1235.0
Others,PMO - US,Direct Drop,EXW,Air,2011-08-29,2011-09-14,2012-02-03,2012-02-03,2012-02-03,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,116,10324.0,89.0,0.89,Yes,17.03,1961.65,45.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2013-04-30,2013-05-29,2013-09-17,2013-09-16,2013-09-16,HRDT,HIV,Others,Determine,Test kit,100,2330,0.0,0.0,0.0,Yes,0.0,16382.89,965.0
Uganda,PMO - US,Direct Drop,EXW,Air,2013-05-17,2013-06-24,2013-11-21,2013-11-21,2013-11-22,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Capsule,30,7035,105525.0,15.0,0.5,Yes,130.53,2242.71,440.0
Others,PMO - US,Direct Drop,EXW,Air,2013-08-09,2013-09-04,2013-10-10,2013-10-10,2013-10-21,HRDT,HIV,Others,Others,Test kit,100,30,3347.4,111.58,1.12,Yes,4.14,1003.18,46.0
Uganda,PMO - US,Direct Drop,EXW,Air,2013-07-08,2013-07-31,2013-10-30,2013-10-30,2013-10-30,ARV,Adult,Others,Generic,Tablet,30,16716,76893.6,4.6,0.15,Yes,95.12,7487.81,1874.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2013-10-04,2013-10-10,2014-04-23,2014-04-23,2014-04-23,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,60,564,6457.8,11.45,0.19,No,7.99,3658.08,1953.0
Mozambique,PMO - US,Direct Drop,EXW,Ocean,2011-10-05,2011-11-29,2012-02-29,2012-02-29,2012-02-29,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,7400,236800.0,32.0,1.6,Yes,390.72,33872.84,2471.0
Zimbabwe,PMO - US,Direct Drop,EXW,Air,2010-02-02,2010-02-17,2010-05-20,2010-05-31,2010-05-31,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2450,176400.0,72.0,0.72,Yes,380.32,21170.3,1183.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2013-08-09,2013-09-17,2014-02-27,2014-02-27,2014-03-26,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Capsule,100,400,1800.0,4.5,0.04,No,2.23,5325.3,480.0
Nigeria,PMO - US,Direct Drop,EXW,Air,2013-08-13,2013-11-01,2014-02-18,2014-02-18,2014-03-19,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,10798,961022.0,89.0,0.89,Yes,1188.78,66059.65,4388.0
Uganda,PMO - US,Direct Drop,EXW,Air,2014-06-11,2014-06-20,2014-10-28,2014-10-28,2014-10-29,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,3115,62300.0,20.0,0.67,Yes,64.04,2335.73,420.0
Others,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2011-03-24,2011-09-02,2011-09-02,2011-09-02,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,25000,210500.0,8.42,0.14,Yes,347.32,3790.0,2303.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2009-10-29,2009-11-03,2010-01-21,2010-01-21,2010-01-21,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,3500,245000.0,70.0,0.7,Yes,528.22,12499.27,794.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2009-10-20,2009-11-13,2010-03-19,2010-03-19,2010-03-19,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,15204,130906.44,8.61,0.14,No,256.58,20910.43,3536.0
Others,PMO - US,Direct Drop,EXW,Air,2012-05-24,2012-06-13,2012-10-15,2012-10-15,2012-10-15,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,15000,480000.0,32.0,1.6,Yes,672.96,36219.03,4956.0
Others,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2011-03-23,2011-12-01,2012-01-09,2012-01-09,ARV,Adult,Others,Generic,Tablet,30,105813,454995.9,4.3,0.14,Yes,750.74,7292.26,8351.0
Others,PMO - US,Direct Drop,EXW,Air,2011-09-13,2011-09-15,2011-11-18,2011-11-18,2011-11-18,HRDT,HIV,Others,Others,Test kit,100,20,2231.6,111.58,1.12,Yes,3.68,549.16,30.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2009-10-20,2009-11-11,2010-08-23,2010-08-23,2010-08-23,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,22008,189488.88,8.61,0.14,Yes,371.4,12793.94,2148.0
Uganda,PMO - US,Direct Drop,EXW,Air,2012-06-07,2012-06-12,2012-07-27,2012-07-27,2012-07-27,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,60,40860,95612.4,2.34,0.04,Yes,134.05,48653.36,12945.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2013-10-04,2013-10-07,2014-05-15,2014-05-15,2014-05-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60,4980,40338.0,8.1,0.13,Yes,49.9,1377.02,695.0
Vietnam,PMO - US,Direct Drop,FCA,Air,2014-07-09,2014-08-11,2015-01-15,2015-01-15,2015-01-22,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Tablet,120,4400,267608.0,60.82,0.51,Yes,275.1,1475.94,1073.0
Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2010-04-19,2010-04-26,2010-07-06,2010-07-06,2010-07-06,ARV,Pediatric,Others,Others,Tablet,60,2000,19000.0,9.5,0.16,Yes,40.96,830.05,391.0
Others,PMO - US,Direct Drop,EXW,Air,2010-10-28,2010-11-10,2011-04-14,2011-04-14,2011-04-14,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,500,16000.0,32.0,1.6,Yes,34.5,9597.9,260.0
Others,PMO - US,Direct Drop,DDP,Ocean,2010-08-31,2010-09-24,2011-06-03,2011-06-03,2011-06-03,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Capsule,30,55000,131450.0,2.39,0.08,Yes,283.41,7321.43,3099.0
Others,PMO - US,Direct Drop,EXW,Air,2013-04-23,2013-05-17,2013-11-28,2013-11-28,2013-12-03,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Capsule,30,75,825.0,11.0,0.37,No,1.02,2782.94,81.0
Mozambique,PMO - US,Direct Drop,FCA,Air,2011-01-21,2011-02-08,2011-11-02,2011-11-02,2011-11-02,ARV,Adult,Others,Others,Capsule,270,461,47723.35,103.52,0.38,Yes,78.74,2556.61,238.0
Uganda,PMO - US,Direct Drop,EXW,Air,2013-07-08,2013-09-10,2013-11-16,2013-11-16,2013-11-26,ARV,Adult,Others,Generic,Tablet,30,40000,184000.0,4.6,0.15,Yes,227.61,18550.93,4620.0
Others,PMO - US,Direct Drop,EXW,Ocean,2011-09-14,2011-09-22,2011-12-15,2011-12-15,2011-12-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,97300,1371930.0,14.1,0.47,Yes,2263.68,12323.93,11433.0
Others,PMO - US,Direct Drop,EXW,Air,2010-09-20,2010-10-06,2010-12-23,2010-12-23,2010-12-23,HRDT,HIV,Others,Others,Test kit,30,1700,40800.0,24.0,0.8,Yes,87.96,9054.08,570.0
Others,PMO - US,Direct Drop,EXW,Air,2011-03-29,2011-05-02,2011-07-01,2011-07-01,2011-07-01,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,33,396.0,12.0,0.12,Yes,0.65,1209.56,3.0
Others,PMO - US,Direct Drop,EXW,Air,2013-10-28,2013-11-06,2014-02-27,2014-02-27,2014-03-04,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,694,61766.0,89.0,0.89,Yes,63.5,4350.03,285.0
Others,PMO - US,Direct Drop,EXW,Air,2009-09-09,2009-09-29,2010-06-15,2010-06-15,2010-06-15,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,8,560.0,70.0,0.7,Yes,1.1,584.1,3.0
Haiti,PMO - US,Direct Drop,EXW,Air,2013-01-16,2013-02-05,2013-06-10,2013-06-10,2013-06-10,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,60,336,836.64,2.49,0.04,Yes,1.03,1845.9,37.0
Others,PMO - US,Direct Drop,EXW,Air,2013-06-21,2013-06-28,2013-09-26,2013-09-26,2013-09-26,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,44407,495138.05,11.15,0.37,Yes,612.49,43408.7,5016.0
Haiti,PMO - US,Direct Drop,EXW,Air,2012-05-14,2012-07-12,2012-10-04,2012-10-04,2012-10-04,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Tablet,30,2891,3613.75,1.25,0.04,Yes,5.07,1887.58,156.0
Haiti,PMO - US,Direct Drop,EXW,Ocean,2014-10-22,2014-12-24,2015-07-03,2015-07-03,2015-07-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60,60000,486000.0,8.1,0.13,No,499.61,16028.78,16350.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2015-01-28,2015-02-17,2015-07-10,2015-07-10,2015-07-10,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,30,1144,11440.0,10.0,0.33,No,13.46,2859.58,1400.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2014-02-06,2014-03-10,2014-08-13,2014-08-13,2014-08-25,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,30,12700,44450.0,3.5,0.12,No,45.69,4354.8,2175.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2009-08-27,2009-09-11,2009-12-24,2009-12-24,2009-12-24,HRDT,HIV,Others,Others,Test kit,30,4950,118800.0,24.0,0.8,Yes,232.85,11737.26,1650.0
Uganda,PMO - US,Direct Drop,EXW,Air,2013-05-17,2013-06-24,2013-11-21,2013-11-21,2013-11-22,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Capsule,30,1946,29190.0,15.0,0.5,Yes,36.11,1249.78,122.0
Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2009-08-21,2009-11-02,2010-01-15,2010-01-15,2010-01-15,ARV,Pediatric,Others,Others,Tablet,60,386,3667.0,9.5,0.16,Yes,7.19,570.75,78.0
Zambia,PMO - US,Direct Drop,EXW,Air,2009-12-16,2009-12-22,2010-03-18,2010-03-18,2010-03-18,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2100,151200.0,72.0,0.72,Yes,325.99,16061.5,1016.0
Haiti,PMO - US,Direct Drop,EXW,Ocean,2013-01-30,2013-03-11,2013-08-07,2013-08-07,2013-08-07,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240,675,4610.25,6.83,0.03,No,5.7,8768.76,6385.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2013-03-14,2013-04-11,2013-06-25,2013-06-25,2013-06-25,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,610,48800.0,80.0,0.8,Yes,60.37,5187.9,268.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2011-12-15,2012-01-16,2012-05-16,2012-05-16,2012-05-16,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60,1123,4660.45,4.15,0.07,No,6.53,13850.65,6142.0
Vietnam,PMO - US,Direct Drop,FCA,Air,2011-06-27,2011-07-08,2011-11-23,2011-11-23,2011-11-23,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Tablet,120,1435,117957.0,82.2,0.68,Yes,194.63,5101.21,355.0
Others,PMO - US,Direct Drop,DDP,Ocean,2010-08-31,2010-09-24,2011-01-06,2011-01-06,2011-01-06,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240,10702,22688.24,2.12,0.01,Yes,48.92,8169.7,3967.0
Nigeria,PMO - US,Direct Drop,EXW,Air,2013-06-10,2013-07-10,2013-11-07,2013-11-11,2013-11-17,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,3050,271450.0,89.0,0.89,Yes,335.78,22872.42,1238.0
Others,PMO - US,Direct Drop,DDP,Ocean,2010-08-31,2010-09-21,2011-04-05,2011-04-05,2011-04-05,ARV,Adult,Others,Generic,Tablet,60,172428,494868.36,2.87,0.05,Yes,1066.94,17278.96,10859.0
Nigeria,PMO - US,Direct Drop,EXW,Air,2013-06-10,2013-07-10,2013-11-07,2013-11-11,2013-11-17,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2949,262461.0,89.0,0.89,Yes,324.66,19458.84,1192.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2014-10-30,2014-12-08,2015-06-01,2015-06-01,2015-06-01,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,21384,217047.6,10.15,0.34,Yes,223.12,4872.65,2406.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2009-10-29,2009-11-03,2010-02-19,2010-02-19,2010-02-19,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,3500,245000.0,70.0,0.7,Yes,528.22,12619.38,794.0
Others,PMO - US,Direct Drop,EXW,Air,2012-05-18,2012-06-20,2012-09-20,2012-09-20,2012-09-20,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,326,2608.0,8.0,0.08,No,3.66,6445.68,351.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2009-06-25,2009-06-29,2009-09-30,2009-09-30,2009-09-30,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,2520,20790.0,8.25,0.28,No,40.75,4191.83,1849.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2010-02-25,2010-06-07,2010-08-27,2010-08-27,2010-08-27,HRDT,HIV,Others,Others,Test kit,30,1456,34944.0,24.0,0.8,Yes,75.34,5074.33,486.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2012-10-11,2012-10-18,2013-01-02,2013-01-02,2013-01-02,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,383,12256.0,32.0,1.6,Yes,15.16,1908.34,125.0
Others,PMO - US,Direct Drop,EXW,Air,2014-04-01,2014-04-29,2014-06-26,2014-06-26,2014-06-26,HRDT,HIV,Others,Others,Test kit,30,539,14876.4,27.6,0.92,Yes,15.29,871.28,58.0
Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,2012-12-14,2013-01-24,2013-04-24,2013-04-24,2013-04-24,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Oral,300,520,16026.4,30.82,0.1,Yes,19.82,5257.72,242.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2013-08-09,2013-09-17,2014-01-03,2014-01-03,2014-01-06,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Tablet,30,7000,8750.0,1.25,0.04,Yes,10.82,5678.33,482.0
Others,PMO - US,Direct Drop,EXW,Air,2011-07-12,2011-07-20,2011-08-15,2011-08-15,2011-08-15,HRDT,HIV,Others,Others,Test kit,25,100,2000.0,20.0,0.8,Yes,3.3,871.3,34.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2011-06-24,2011-07-18,2011-09-29,2011-09-29,2011-09-29,HRDT,HIV,Others,Others,Test kit,25,8000,160000.0,20.0,0.8,Yes,264.0,17773.94,2667.0
Others,PMO - US,Direct Drop,EXW,Air,2015-04-03,2015-04-20,2015-05-11,2015-05-11,2015-05-13,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,4000,320000.0,80.0,0.8,Yes,376.64,28703.53,1556.0
Others,PMO - US,Direct Drop,EXW,Air,2013-08-19,2013-08-23,2014-01-08,2014-01-08,2014-01-10,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,37470,417790.5,11.15,0.37,Yes,516.81,65875.32,4927.0
Others,PMO - US,Direct Drop,EXW,Air,2015-01-26,2015-02-09,2015-04-03,2015-04-03,2015-04-15,ANTM,Malaria,Others,Generic,Tablet,1000,580,19198.0,33.1,0.03,Yes,22.6,3958.28,500.0
Uganda,PMO - US,Direct Drop,EXW,Air,2012-10-10,2012-10-25,2013-01-21,2013-01-21,2013-01-21,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,1455,32737.5,22.5,0.75,No,40.5,3900.39,420.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2011-09-21,2011-10-03,2012-04-24,2012-04-24,2012-04-24,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,16354,89947.0,5.5,0.18,No,148.41,3401.49,1675.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2011-06-27,2011-07-08,2011-12-20,2011-12-20,2011-12-20,ARV,Adult,Others,Generic,Tablet,60,16645,39115.75,2.35,0.04,Yes,64.54,5440.01,742.0
